slang,formal
yakinn,yakin
yakk,ya
yam,ya
yanckh,yang
yank,sayang
yankkk,sayang
yaolo,Ya Allah
yaoloh,Ya Allah
yaolohh,ya allah
Yaowoh,Ya Allah
yap,ya
yapp,ya
yappp,ya
yaud,ya sudah
Yauda,ya sudah
yaudah,ya sudah
Yaude,ya sudah
yaudeh,ya sudah
yaudh,ya sudah
yawdah,ya sudah
yawes,ya sudah
yaweslah,ya sudahlah
yawlah,ya allah
yawlloh,Ya Allah
yawloh,Ya Allah
Yawoh,Ya Allah
yayang,sayang
Ydh,ya sudah
year,tahun
yearbok,buku tahunan
yearbook,buku tahunan
yee,ya
yeee,ya
yeeee,ya
yegak,iya tidak
yep,ya
yes,ya
yeuh,ya
yg,yang
ygs,sayang
yh,ya
yha,ya
yhaaa,ya
yng,yang
ynk,sayang
yo,ya
yoi,ya
yoiii,yoi
yoiiu,yoi
yok,yuk
yokk,yuk
yokkk,yuk
yoo,ayo
yook,yuk
yoooiii,yoi
yoookkkk,yuk
yooookkk,yuk
yooow,ya
you,kamu
yowes,ya sudah
yoweslah,ya sudahlah
yowis,ya sudah
yq,yang
ysh,ya
yth,yang terhormat
yu,yuk
yudeh,ya sudah
yudh,ya sudah
yuh,tuh
yukk,yuk
yukkk,yuk
yukkkk,yuk
yuks,yuk
yukss,yuk
yup,ya
yuppss,ya
yuu,yuk
yuuk,yuk
yuukk,yuk
yuuks,yuk
yuuu,yuk
yuuuk,yuk
yuuuuk,yuk
yuuuukkk,yuk
yuwkkk,yuk
ywd,ya sudah
ywdah,ya sudah
ywdh,ya sudah
ywdhlh,ya sudahlah
ywis,ya sudah
yya,ya
yyaaa,ya
z,saja
za,saja
zama,zaman
